"Language_ID","Swadesh_Nr","Feature_ID","Value","Cognateset_ID","Source","Comment","Full_Form"
"kax",1,"I","owɨ",1,"schuring2018kaxuyana[94]",,
"hix",1,"I","uro",1,"hixkaryanaderby1979[196]",,
"wai",1,"I","owɨ",1,"hawkins2015dictionary",,
"ara",1,"I","uro",1,"desouza2010arara[87]",,
"ikp",1,"I","uro",1,"ikpengpacheco2001[119]",,
"bak",1,"I","urə",1,"meira2005southern[180]",,
"tri",1,"I","wɨ",1,"meira2005southern[180]",,
"aku",1,"I","wɨ",1,"meira1998proto[159]",,
"car",1,"I","əwɨ",1,"robayo2000avance[174]",,
"way",1,"I","ɨwu",1,"camargo2010wayana[44]",,
"apa",1,"I","ɨwɨ",1,"camargo2002lexico[11]",,
"kar",1,"I","awu",1,"courtz2008carib[250]",,
"mak",1,"I","ewɨ",1,"maquiritaricaceres2011[439]",,
"ing",1,"I","urə",1,"cruz2005fonologia[161]",,
"pem",1,"I","juurə",1,"swiggers2010gramatica[120]",,
"mac",1,"I","uurɨ",1,"macushiabbott1991[99]",,
"pan",1,"I","ju",1,"panarepayne2013[88]",,
"tam",1,"I","ure",1,"gilij1784saggio[197]",,
"yab",1,"I","wɨrə",1,"mattei2003pemono[49]",,
"map",1,"I","wɨhɨ",1,"mattei2003pemono[48]","Additional material unclear.",
"kui",1,"I","uɣe",1,"meira2005southern[180]",,
"yuk",1,"I","awɨ",1,"meira2005southern[180]",,
"wmr",1,"I","awɨ",1,"waimiribruno2003[77]",,
"aka",1,"I","urə",1,"akawaiocaesar2003[106]",,
"kax",2,"you","omoro",1,"schuring2018kaxuyana[94]",,
"hix",2,"you","omoro",1,"hixkaryanaderby1979[198]",,
"wai",2,"you","amoro",1,"hawkins2015dictionary",,
"ara",2,"you","omro",1,"alves2017arara[111]",,
"ikp",2,"you","omro",1,"ikpengpacheco2001[119]",,
"bak",2,"you","əmə",1,"meira2005southern[180]",,
"tri",2,"you","əmə",1,"meira2005southern[180]",,
"aku",2,"you","əmə",1,"meira1998proto[159]",,
"car",2,"you","əmərə",1,"robayo2000avance[174]",,
"way",2,"you","əmərə",1,"wayanatavares2005[180]",,
"apa",2,"you","omoro",1,"camargo2002lexico[11]",,
"kar",2,"you","amoro",1,"courtz2008carib[224]",,
"mak",2,"you","amərə",1,"maquiritaricaceres2011[434]",,
"ing",2,"you","amərə",1,"cruz2005fonologia[162]",,
"pem",2,"you","amərə",1,"swiggers2010gramatica[120]",,
"mac",2,"you","amɨrɨ",1,"macushiabbott1991[99]",,
"pan",2,"you","amən",1,"panarepayne2013[88]",,
"tam",2,"you","amare",1,"gilij1781saggio[124]",,
"yab",2,"you","mərə",1,"mattei2003pemono[49]",,
"map",2,"you","(m)ərə",1,"muller1975mapoyo[64]",,
"kui",2,"you","eeɣe",1,"meira2005southern[180]",,
"yuk",2,"you","amo",1,"meira2005southern[180]",,
"wmr",2,"you","amɨrɨ",1,"waimiribruno2003[77]",,
"aka",2,"you","amərə",1,"akawaiocaesar2003[107]",,
"kax",3,"we","amna",1,"schuring2018kaxuyana[94]",,
"hix",3,"we","amna",1,"hixkaryanaderby1979[198]",,
"wai",3,"we","amna",1,"hawkins2015dictionary",,
"tri",3,"we","anja",1,"meira2005southern[180]",,
"aku",3,"we","anja",1,"meira1998proto[159]",,
"car",3,"we","aɲa",1,"robayo2000avance[174]",,
"way",3,"we","emna",1,"wayanatavares2005[180]",,
"apa",3,"we","ɨna",1,"camargo2002lexico[11]",,
"kar",3,"we","naʔna",1,"courtz2008carib[323]",,
"mak",3,"we","nɲa",1,"maquiritaricaceres2011[446]",,
"ing",3,"we","ina",1,"cruz2005fonologia[162]",,
"pem",3,"we","inna",1,"swiggers2010gramatica[120]",,
"mac",3,"we","anna",1,"macushiabbott1991[99]",,
"pan",3,"we","ana",1,"panarepayne2013[88]",,
"yab",3,"we","ana",1,"mattei2003pemono[49]",,
"map",3,"we","naha",1,"mattei2003pemono[48]",,
"yuk",3,"we","nana",1,"meira2005southern[180]",,
"wmr",3,"we","aʔa",1,"waimiribruno2003[77]",,
"ara",3,"we","t͡ʃimna",2,"alves2017arara[90]",,
"ikp",3,"we","t͡ʃimna",2,"ikpengpacheco2001[284]",,
"bak",3,"we","ʃina",2,"meira2005southern[180]",,
"kui",3,"we","tisuɣe",3,"meira2005southern[180]",,
"tam",3,"we","jumna",4,"gilij1782saggio[5]",,
"aka",3,"we","ina",1,"stegeman2014akawaio[61]",,
"kax",4,"this","soro",1,"schuring2018kaxuyana[94]",,
"ara",4,"this","ero",1,"alves2017arara[184]",,
"bak",4,"this","ʃirə",1,"meira2005southern[180]",,
"tri",4,"this","serə",1,"triocarlin2004[151]",,
"aku",4,"this","t͡ʃerə",1,"meira1998proto[187]",,
"car",4,"this","ərə",1,"guerrero2019carijo[89]","Also 'this place, here'.",
"way",4,"this","herə",1,"wayanatavares2005[184]",,
"apa",4,"this","sero",1,"koehn1986apalai[95]",,
"kar",4,"this","ero",1,"courtz2008carib[53]","Visible.",
"mak",4,"this","erə",1,"maquiritaricaceres2011[122]",,
"ing",4,"this","sərə",1,"cruz2005fonologia[191]",,
"pem",4,"this","sərə",1,"garcia2006diccionario[77]",,
"mac",4,"this","sɨrɨrɨ",1,"macushiabbott1991[105]",,
"pan",4,"this","sɨh",1,"panarepayne2013[89]",,
"kui",4,"this","iɣe",1,"meira2005southern[180]",,
"hix",4,"this","onɨ",2,"hixkaryanaderby1985[7]",,
"wai",4,"this","on",2,"waiwaihawkins1998[97]",,
"tri",4,"this","senɨ",2,"triocarlin2004[151]",,
"car",4,"this","enɨ",2,"guerrero2019carijo[89]",,
"way",4,"this","(mə)hinɨ",2,"wayanatavares2005[184]",,
"apa",4,"this","senɨ",2,"camargo2002lexico[84]","Also 'here'.",
"kar",4,"this","enɨ",2,"courtz2008carib[53]","Invisible.",
"ing",4,"this","se",2,"cruz2005fonologia[191]",,
"pem",4,"this","senəʔ",2,"garcia2006diccionario[77]",,
"mac",4,"this","seni",2,"macushiabbott1991[105]",,
"yab",4,"this","seni; eni",2,"mendez1959yawarana[69]",,
"ikp",4,"this","nen",3,"alves2013verbo[44]",,
"wai",4,"this","tan",4,"waiwaihawkins1998[97]","Also 'here'.",
"wmr",4,"this","(h)and͡ʒi",5,"waimiribruno2003[81]",,
"wmr",4,"this","kand͡ʒi",6,"waimiribruno2003[81]",,
"yuk",4,"this","ma(ʃ)",7,"meira2005southern[180]",,
"map",4,"this","mehe",8,"muller1975mapoyo[72]",,
"aka",4,"this","se",2,"stegeman2014akawaio[198]",,
"kax",5,"that","moro",1,"schuring2018kaxuyana[94]",,
"hix",5,"that","moro",1,"hixkaryanaderby1985[7]",,
"wai",5,"that","moro",1,"waiwaihawkins1998[97]",,
"ara",5,"that","moro",1,"alves2017arara[125]",,
"ikp",5,"that","mun",1,"ikpengpacheco1997[75]",,
"bak",5,"that","mərə",1,"meira2005southern[180]",,
"tri",5,"that","mərə",1,"meira2005southern[180]",,
"aku",5,"that","mərə",1,"meira1998proto[174]",,
"car",5,"that","mərə",1,"guerrero2019carijo[89]",,
"way",5,"that","mərə",1,"wayanatavares2005[184]",,
"apa",5,"that","moro",1,"koehn1986apalai[95]",,
"kar",5,"that","moro",1,"courtz2008carib[53]",,
"mak",5,"that","mərə",1,"maquiritaricaceres2011[122]",,
"ing",5,"that","mərə",1,"cruz2005fonologia[191]",,
"pem",5,"that","mərə",1,"garcia2006diccionario[77]",,
"mac",5,"that","mɨrɨrɨ",1,"macushiabbott1991[105]",,
"pan",5,"that","mən",1,"panarepayne2013[89]",,
"yab",5,"that","mərə",1,"pc[Natalia Cáceres Arandia]",,
"map",5,"that","mərɨ",1,"muller1975mapoyo[72]",,
"kui",5,"that","eɣe",1,"meira2005southern[180]",,
"wmr",5,"that","mɨrɨ",1,"waimiribruno2003[77]",,
"mac",5,"that","siini",2,"macushiabbott1991[105]",,
"pan",5,"that","əmə(h)",3,"panarepayne2013[89]",,
"yuk",5,"that","ake",4,"meira2005southern[180]",,
"aka",5,"that","mərə",1,"stegeman2014akawaio[197]",,
"ara",6,"what","odɨ",1,"alves2017arara[131]",,
"ikp",6,"what","arɨ",1,"ikpengpacheco1997[77]",,
"bak",6,"what","ədɨ",1,"meira2005southern[180]",,
"tri",6,"what","atɨ",1,"meira2005southern[180]",,
"aku",6,"what","ətɨ",1,"meira1998proto[189]",,
"car",6,"what","ətɨ",1,"robayo2000avance[180]",,
"way",6,"what","ətɨ",1,"wayanatavares2005[185]",,
"apa",6,"what","otɨ",1,"koehn1986apalai[57]",,
"kar",6,"what","otɨ",1,"courtz2008carib[63]",,
"ing",6,"what","əʔrə",1,"cruz2005fonologia[198]",,
"pem",6,"what","ək",1,"swiggers2010gramatica[122]",,
"mac",6,"what","ɨʔ",1,"macushiabbott1991[47]",,
"yab",6,"what","atti",1,"mendez1959yawarana[67]",,
"map",6,"what","ətɨna",1,"muller1975mapoyo[73]","obj:-na like in 'who'.",
"kui",6,"what","tɨ",1,"meira2005southern[180]",,
"kax",6,"what","timo",2,"schuring2018kaxuyana[101]",,
"hix",6,"what","etenɨ",3,"hixkaryanaderby1985[58]",,
"wai",6,"what","aht͡ʃe",4,"waiwaihawkins1998[58]","But see obj:atɨ 'which'.",
"mak",6,"what","aneʔkəəmɨ",5,"maquiritaricaceres2011[435]",,
"pan",6,"what","nəhpa",6,"panarepayne2013[382]",,
"tam",6,"what","t͡ʃon",7,"gilij1782saggio[150]",,
"yuk",6,"what","nop",8,"meira2005southern[180]",,
"wmr",6,"what","apia",9,"waimiribruno2003[93]",,
"aka",6,"what","əʔrə",1,"stegeman2014akawaio[204]",,
"kax",7,"who","nak",1,"schuring2018kaxuyana[122]",,
"hix",7,"who","onokɨ",1,"hixkaryanaderby1985[58]",,
"wai",7,"who","onoke",1,"waiwaihawkins1998[58]",,
"ara",7,"who","nok",1,"desouza2010arara[46]",,
"ikp",7,"who","onok",1,"alves2013verbo[218]",,
"bak",7,"who","ə̃gɨ",1,"meira2005southern[180]",,
"tri",7,"who","akɨ",1,"meira2005southern[180]",,
"aku",7,"who","əkɨ",1,"meira1998proto[189]",,
"car",7,"who","ənəkɨ",1,"robayo2000avance[180]",,
"way",7,"who","ənɨkɨ",1,"wayanatavares2005[184]",,
"apa",7,"who","onokɨ",1,"koehn1986apalai[57]",,
"kar",7,"who","nokɨ",1,"courtz2008carib[62]",,
"mak",7,"who","ənəkɨ",1,"maquiritaricaceres2011[448]",,
"ing",7,"who","ənɨʔ",1,"cruz2005fonologia[415]",,
"pem",7,"who","anɨk",1,"swiggers2010gramatica[122]",,
"mac",7,"who","anɨʔ",1,"macushiabbott1991[47]",,
"pan",7,"who","nək",1,"panarepayne2013[382]",,
"tam",7,"who","anek",1,"gilij1781saggio[150]",,
"yab",7,"who","ahnikkə",1,"mendez1959yawarana[68]",,
"map",7,"who","nekena",1,"muller1975mapoyo[73]","obj:-na like in 'what'.",
"yuk",7,"who","no",1,"meira2005southern[180]",,
"kui",7,"who","tɨ",2,"meira2005southern[180]",,
"wmr",7,"who","bɨpa",3,"waimiribruno2003[93]",,
"aka",7,"who","ənɨʔ",1,"stegeman2014akawaio[204]",,
"kax",8,"not","-pɨra; -hɨra",1,"schuring2018kaxuyana[ix]",,
"hix",8,"not","pɨra; -hɨra",1,"hixkaryanaderby1985[138]",,
"wai",8,"not","ɸɨra; -hra",1,"waiwaihawkins1998[68]",,
"ara",8,"not","-pɨra; -pra",1,"alves2017arara[79]",,
"ikp",8,"not","pra; wa",1,"ikpengpacheco2001[92]",,
"bak",8,"not","-pa; -pa; -pɨra",1,"meira2005southern[180]",,
"car",8,"not","-ha",1,"meira1998proto[137]",,
"way",8,"not","-ra",1,"wayanatavares2005[234]",,
"apa",8,"not","pɨra; -ra",1,"koehn1986apalai[64]",,
"kar",8,"not","-ʔpa",1,"courtz2008carib[333]",,
"mak",8,"not","-ʔra",1,"maquiritaricaceres2011[125]",,
"ing",8,"not","pɨra",1,"cruz2005fonologia[417]",,
"pem",8,"not","pɨra",1,"swiggers2010gramatica[227]",,
"mac",8,"not","pra",1,"macushiabbott1991[55]",,
"tam",8,"not","ipura",1,"gilij1781saggio[137]",,
"yab",8,"not","-pɨra",1,"mendez1959yawarana[67]",,
"map",8,"not","-ʔra",1,"villalon2000person[204]",,
"kui",8,"not","-la",1,"meira2005southern[180]",,
"yuk",8,"not","pra",1,"meira2005southern[180]",,
"wmr",8,"not","-ha",1,"waimiribruno2003[92]",,
"tri",8,"not","-sewa",2,"meira2005southern[180]",,
"aku",8,"not","-t͡ʃewa",2,"meira1998proto[137]",,
"pan",8,"not","-ʔka",3,"panarepayne2013[353]",,
"aka",8,"not","pɨra",1,"stegeman2014akawaio[180]",,
"hix",9,"all","omeroro",1,"hixkaryanaderby1985[212]",,
"tri",9,"all","ameraarə",1,"meira2005southern[180]",,
"apa",9,"all","emero",1,"camargo2002lexico[131]",,
"mak",9,"all","t-amerə",1,"maquiritaricaceres2011[451]",,
"ara",9,"all","t-ompan",2,"alves2017arara[40]",,
"ikp",9,"all","ompan",2,"ikpengpacheco2001[43]",,
"kax",9,"all","tarahkoro",3,"schuring2018kaxuyana[179]",,
"wai",9,"all","ahnoro",4,"hawkins2015dictionary",,
"bak",9,"all","idənərə",5,"meira2005southern[180]",,
"car",9,"all","tɨjahoro",6,"robayo2000avance[178]",,
"way",9,"all","əmerə",7,"camargo2010wayana[34]",,
"kar",9,"all","paʔporo",8,"courtz2008carib[333]",,
"aka",9,"all","tanporo",9,"stegeman2014akawaio[150]",,
"pem",9,"all","tuʔka-rə",10,"swiggers2010gramatica[123]",,
"mac",9,"all","tamɨʔnawɨrɨ",11,"macushiabbott1991[65]",,
"pan",9,"all","atawən",12,"panarepayne2013[120]",,
"tam",9,"all","t-emt͡ʃa-re",13,"gilij1782saggio[19]",,
"yab",9,"all","s-ukase-re",14,"mendez1959yawarana[65]",,
"map",9,"all","oiʔpətəərɨ",15,"muller1975mapoyo[73]",,
"kui",9,"all","t-atu-te",16,"meira2005southern[180]",,
"yuk",9,"all","tuwara",17,"meira2005southern[180]",,
"wmr",9,"all","jeʔʃe-me",18,"waimiribruno2003[114]",,
"apa",10,"many","tuʔke",1,"koehn1986apalai[65]",,
"ing",10,"many","tuʔke",1,"cruz2005fonologia[76]",,
"pem",10,"many","tuʔke",1,"swiggers2010gramatica[123]",,
"mac",10,"many","tuʔke",1,"macushiabbott1991[129]",,
"way",10,"many","kore",2,"wayanatavares2005[361]",,
"pan",10,"many","kura; kure",2,"mattei1994diccionario[125]",,
"mak",10,"many","oohe",3,"maquiritaricaceres2011[64]",,
"map",10,"many","əəpe",3,"muller1975mapoyo[73]",,
"yuk",10,"many","ape",3,"meira2005southern[180]",,
"kax",10,"many","immo",4,"schuring2018kaxuyana[193]",,
"hix",10,"many","jake",5,"hixkaryanaderby1979[197]","Also obj:theɲehra -- 'not few'?",
"wai",10,"many","merʲɸora",6,"waiwaihawkins1998[53]",,
"ara",10,"many","taje",7,"alves2017arara[173]","also obj:torik or obj:potkun.",
"ikp",10,"many","itɨn",8,"alves2013verbo[168]",,
"bak",10,"many","tõẽzepa",9,"meira2005southern[180]",,
"tri",10,"many","ijeta",10,"meira2005southern[180]",,
"car",10,"many","isanumake",11,"robayo2000avance[179]",,
"kar",10,"many","pɨime",12,"courtz2008carib[333]",,
"tam",10,"many","tane",14,"gilij1781saggio[229]",,
"yab",10,"many","juumpe",15,"mendez1959yawarana[67]",,
"kui",10,"many","kakɨŋi",16,"meira2005southern[180]",,
"wmr",10,"many","waha",17,"waimiribruno2003[35]",,
"aka",10,"many","tuʔke",1,"stegeman2014akawaio[128]",,
"kax",11,"one","tuwinarɨ",1,"schuring2018kaxuyana[103]",,
"hix",11,"one","toweɲʃa",1,"hixkaryanaderby1979[197]",,
"wai",11,"one","t͡ʃewɲe",1,"hawkins2015dictionary",,
"tri",11,"one","təinken",1,"meira2005southern[180]",,
"aku",11,"one","təinərə",1,"meira1998proto[179]",,
"car",11,"one","teɲi",1,"robayo2000avance[179]",,
"apa",11,"one","toiro",1,"camargo2002lexico[89]",,
"kar",11,"one","oʔwin",1,"courtz2008carib[332]",,
"mak",11,"one","tooni",1,"maquiritaricaceres2011[452]",,
"ing",11,"one","tewin",1,"cruz2005fonologia[186]",,
"pem",11,"one","təukin",1,"swiggers2010gramatica[116]",,
"mac",11,"one","tiwin",1,"abbott2015dictionary",,
"tam",11,"one","tewini",1,"gilij1781saggio[229]",,
"wmr",11,"one","awɨniheʔ",1,"waimiribruno2003[140]",,
"ara",11,"one","anane",2,"alves2017arara[92]",,
"ikp",11,"one","nane",2,"ikpengpacheco2001[273]",,
"way",11,"one","pəkənatpə",3,"wayanatavares2005[118]",,
"pan",11,"one","titjasa",4,"mattei1994diccionario[408]","But see obj:tiwin 'once' psrc:mattei1994diccionario[201] and the dialectal variant obj:tiwinsa 'one'.",
"kui",11,"one","aetsi",5,"meira2005southern[180]",,
"bak",11,"one","tokalə",6,"meira2005southern[180]",,
"yab",11,"one","enihpotonore",7,"mendez1959yawarana[67]",,
"yuk",11,"one","kuma",8,"meira2005southern[180]",,
"map",11,"one","təhkenarɨ",9,"muller1975mapoyo[73]",,
"kax",12,"two","asakɨ",1,"schuring2018kaxuyana[103]",,
"hix",12,"two","asako",1,"hixkaryanaderby1979[198]",,
"wai",12,"two","asakɨ",1,"hawkins2015dictionary",,
"ara",12,"two","adak",1,"desouza2010arara[114]",,
"ikp",12,"two","arak",1,"ikpengpacheco2001[271]",,
"bak",12,"two","azagə",1,"meira2005southern[180]",,
"tri",12,"two","əəkənə",1,"meira2005southern[180]",,
"aku",12,"two","əekənə",1,"gildea1994akuriyo[76]",,
"car",12,"two","səkənərə",1,"robayo2000avance[180]",,
"way",12,"two","hakəne",1,"wayanatavares2005[118]",,
"apa",12,"two","asakoro",1,"camargo2002lexico[35]",,
"kar",12,"two","oko",1,"courtz2008carib[327]",,
"mak",12,"two","aakə",1,"maquiritaricaceres2011[433]",,
"ing",12,"two","asaʔrɨ",1,"cruz2005fonologia[187]",,
"pem",12,"two","sakɨʔne",1,"swiggers2010gramatica[116]",,
"mac",12,"two","asakɨʔne",1,"abbott2015dictionary",,
"pan",12,"two","asaʔ",1,"mattei1994diccionario[325]",,
"tam",12,"two","aʔt͡ʃake",1,"gilij1781saggio[228]",,
"yab",12,"two","asakəma",1,"mendez1959yawarana[67]",,
"map",12,"two","sakenarɨ",1,"muller1975mapoyo[73]",,
"kui",12,"two","takeko",1,"meira2005southern[180]",,
"yuk",12,"two","kosa",2,"meira2005southern[180]",,
"wmr",12,"two","tɨpɨtɨna",3,"waimiribruno2003[140]",,
"aka",12,"two","asaʔrə",1,"stegeman2014akawaio[201]",,
"tri",13,"big","mono me",1,"meira2005southern[180]",,
"aku",13,"big","mono me",1,"meira1998proto[165]",,
"car",13,"big","monome",1,"guerrero2016carijo[70]",,
"hix",13,"big","horʲme",2,"hixkaryanaderby1985[28]",,
"wai",13,"big","ɸorʲ",2,"waiwaihawkins1998[116]",,
"ing",13,"big","eke",3,"cruz2005fonologia[75]",,
"kui",13,"big","t͡sekeɣɨ",3,"meira2005southern[180]",,
"kar",13,"big","poto",4,"courtz2008carib[351]",,
"mak",13,"big","ahoʔho",4,"maquiritaricaceres2011[434]",,
"yab",13,"big","tapotoi",4,"mendez1959yawarana[65]",,
"yuk",13,"big","ʃape",5,"meira2005southern[180]",,
"bak",13,"big","iməsedo",6,"meira2005southern[180]",,
"pem",13,"big","tanno",7,"mosonyi2000pemon[541]",,
"mac",13,"big","kureʔ",8,"macushiabbott1991[28]",,
"pan",13,"big","tosen",9,"panarepayne2013[68]",,
"ikp",13,"big","oke",10,"ikpengpacheco2001[114]",,
"ara",13,"big","tarik",11,"alves2017arara[187]",,
"way",13,"big","pepta",12,"wayanatavares2005[10]",,
"wmr",13,"big","tahsa",13,"waimiribruno2003[97]",,
"apa",13,"big","zumo",14,"koehn1986apalai[41]",,
"kax",13,"big","herenɨ",15,"schuring2018kaxuyana[135]",,
"map",13,"big","koʔmano",16,"muller1975mapoyo[72]",,
"aka",13,"big","eke",3,"stegeman2014akawaio[154]",,
"hix",14,"long","kawo",1,"hixkaryanaderby1985[10]",,
"wai",14,"long","kaw",1,"waiwaihawkins1998[54]",,
"ara",14,"long","ibak",1,"alves2017wordlist","With metathesis.",
"ikp",14,"long","ɨkap",1,"campetela1997analise[66]","also 'high'.",
"tri",14,"long","ma(a)",2,"meira2005southern[180]",,
"aku",14,"long","mɨʔa",2,"meira1998proto[177]",,
"car",14,"long","mɨha",2,"robayo2000avance[180]",,"mɨha-no"
"kax",14,"long","mut͡ʃani",11,"pc[Spike Gildea]",,
"bak",14,"long","iməsedo",4,"meira2005southern[180]",,
"way",14,"long","kupi-me",5,"wayanatavares2005[174]","But see obj:kawe 'high'.",
"apa",14,"long","mosa",6,"koehn1986apalai[87]","'tall'.",
"kar",14,"long","masiʔ-pe",7,"courtz2008carib[131;295]","But see obj:kawo 'high'.",
"mak",14,"long","nuwe",8,"hall2015dictionary",,
"ing",14,"long","akəreke",9,"cruz2005fonologia[378]",,
"pem",14,"long","nosan",10,"mosonyi2000pemon[541]","Also 'high'.",
"mac",14,"long","kusan",3,"macushiabbott1991[88]",,
"pan",14,"long","t-ankət͡ʃi-ke",12,"panarepayne2013[79]","Likely from obj:ankə 'lift' psrc:mattei1994diccionario[14].",
"yab",14,"long","teihpono",13,"mendez1959yawarana[66]",,
"map",14,"long","t-areʔ-ke",14,"muller1975mapoyo[72]",,
"kui",14,"long","t-ami-t͡si",15,"meira2005southern[180]",,
"yuk",14,"long","mesene",16,"meira2005southern[180]",,
"wmr",14,"long","mie",17,"bruno1996dictionary[16]",,
"aka",14,"long","kusan",3,"stegeman2014akawaio[177]",,
"kax",15,"small","hikke",1,"schuring2018kaxuyana[96]",,
"tri",15,"small","pijan",1,"meira2005southern[180]",,
"aku",15,"small","pit͡ʃikə",1,"gildea1994akuriyo[76]",,
"car",15,"small","hit͡ʃa",1,"robayo2000avance[179]",,"hit͡ʃa-no"
"way",15,"small","aphik(e)",1,"wayanatavares2005[361]",,
"apa",15,"small","pitiko",1,"koehn1986apalai[87]",,
"mak",15,"small","seʔkə",1,"maquiritaricaceres2011[450]",,
"pan",15,"small","pit͡ʃa",1,"panarepayne2013[435]",,
"pem",15,"small","sirəʔkə",3,"swiggers2010gramatica[109]",,
"mac",15,"small","simonkon",5,"macdonell1994macushi[288]",,
"yuk",15,"small","kamt͡ʃe",6,"meira2005southern[180]",,
"bak",15,"small","imẽĩbɨrɨ",17,"meira2005southern[180]",,
"kar",15,"small","ʔme",2,"yamada2010speech[869]","Many other words for 'small'.",
"kui",15,"small","ĩnt͡soɲo",7,"meira2005southern[180]",,
"ing",15,"small","aiko",8,"cruz2005fonologia[209]",,
"ikp",15,"small","tɨrɨŋ",9,"ikpengpacheco2001[112]",,
"ara",15,"small","muren",10,"alves2017arara[186]",,
"wai",15,"small","wahra",11,"waiwaihawkins1998[144]",,
"hix",15,"small","at͡ʃket͡ʃko",12,"hixkaryanaderby1985[185]",,
"wmr",15,"small","baʔʃiri; bahinja",13,"waimiribruno2003[105]",,
"map",15,"small","waʔkampɨ",14,"muller1975mapoyo[72]",,
"yab",15,"small","intowmuskə",15,"mendez1959yawarana[68]",,
"tam",15,"small","kuju(p)",16,"gilij1782saggio[166]",,
"aka",15,"small","rɨʔkwɨ",18,"stegeman2014akawaio[192]",,
"kax",16,"woman","worɨsɨ",1,"schuring2018kaxuyana[187]",,
"hix",16,"woman","wosɨ",1,"hixkaryanaderby1985[35]",,
"wai",16,"woman","wosɨ",1,"waiwaihawkins1998[93]",,
"tri",16,"woman","wəri",1,"meira2005southern[180]",,
"aku",16,"woman","wərɨʔɨ",1,"meira1998proto[190]",,
"car",16,"woman","wərit͡ʃi",1,"robayo2000avance[180]",,
"way",16,"woman","wərɨ",1,"wayanatavares2005[437]",,
"kar",16,"woman","worɨi",1,"courtz2008carib[429]",,
"mak",16,"woman","wori",1,"maquiritaricaceres2011[455]",,
"ing",16,"woman","uriʔsan",1,"stegeman2014akawaio[204]",,
"pem",16,"woman","wɨrik",1,"swiggers2010gramatica[107]",,
"mac",16,"woman","wɨriʔ",1,"macushiabbott1991[48]",,
"pan",16,"woman","wɨnkɨh",1,"panarepayne2013[45]",,
"kui",16,"woman","itãõ",1,"meira2005southern[180]","Plausibly demonstrated as cognate by src:meira2005southern[172--173].",
"yuk",16,"woman","worepa",1,"meira2005southern[180]",,
"wmr",16,"woman","weri",1,"waimiribruno2003[38]",,
"ara",16,"woman","pumie",2,"alves2017arara[171]",,
"ikp",16,"woman","petkom",2,"alves2013verbo[40]",,
"bak",16,"woman","pekodo",2,"meira2005southern[180]",,
"yab",16,"woman","urihiamo",1,"mendez1959yawarana[66]",,
"map",16,"woman","wərjaʔmu",1,"muller1975mapoyo[62]",,
"apa",16,"woman","noʔpo",3,"koehn1986apalai[48]",,
"tam",16,"woman","aika",4,"gilij1782saggio[20]",,
"aka",16,"woman","uriʔsan",1,"stegeman2014akawaio[204]",,
"hix",17,"man","kɨrɨ",1,"hixkaryanaderby1979[197]",,
"wai",17,"man","kɨrɨ",1,"waiwaihawkins1998[93]",,
"tri",17,"man","kɨrɨ",1,"meira2005southern[180]",,
"aku",17,"man","kɨrɨ",1,"meira1998proto[177]",,
"car",17,"man","gɨrɨ",1,"robayo2000avance[179]",,
"kar",17,"man","wokɨrɨ",1,"courtz2008carib[428]",,
"pem",17,"man","kurai",10,"swiggers2010gramatica[185]",,
"yuk",17,"man","kɨpa",1,"meira2005southern[180]",,
"wmr",17,"man","wɨkɨrɨ",1,"waimiribruno2003[46]",,
"ara",17,"man","ugon",2,"alves2017arara[171]",,
"ikp",17,"man","ugwon",2,"alves2013verbo[99]",,
"bak",17,"man","uguõdo",2,"meira2005southern[180]",,
"ing",17,"man","warawoʔ",3,"cruz2005fonologia[408]",,
"mac",17,"man","warajoʔ",3,"macushiabbott1991[27]",,
"yab",17,"man","waraisto",3,"mendez1959yawarana[67]",,
"map",17,"man","warastə",3,"muller1975mapoyo[62]",,
"kax",17,"man","toto",4,"schuring2018kaxuyana[182]",,
"kui",17,"man","(i)toto",4,"meira2005southern[180]",,
"way",17,"man","eruwa",5,"wayanatavares2005[111]",,
"apa",17,"man","orutua",5,"koehn1986apalai[71]",,
"mak",17,"man","janwaa",6,"maquiritaricaceres2011[456]",,
"pan",17,"man","apoh",7,"panarepayne2013[427]",,
"tam",17,"man","aparike",8,"gilij1782saggio[20]",,
"aka",17,"man","warawoʔ",3,"stegeman2014akawaio[178]",,
"hix",18,"son","mu",1,"hixkaryanaderby1985[63]",,
"wai",18,"son","mumu",1,"hawkins2015dictionary",,
"ara",18,"son","mu",1,"desouza2010arara[15]",,
"ikp",18,"son","mu",1,"ikpengpacheco2001[277]",,
"bak",18,"son","mu",1,"meira2005southern[180]",,
"tri",18,"son","mmuku",1,"meira2005southern[180]",,
"aku",18,"son","muumuku; mmuku",1,"meira1998proto[167]",,
"car",18,"son","mugu",1,"koch1908hiana[39]",,
"way",18,"son","mumuku",1,"wayanatavares2005[456]",,
"apa",18,"son","mumu",1,"camargo2002lexico[115]",,
"kar",18,"son","ʔmu",1,"courtz2008carib[434]",,
"ing",18,"son","muku; mumu",1,"cruz2005fonologia[316]",,
"pem",18,"son","mumu; muku",1,"garcia2006diccionario[178]",,
"mac",18,"son","muku",1,"macushiabbott1991[28]",,
"yab",18,"son","muku",1,"pc[Spike Gildea]",,
"kui",18,"son","mu; muku",1,"meira2005southern[180]",,
"kax",18,"son","mɨre",2,"pc[Spike Gildea]",,
"tam",18,"son","emuru",2,"gilij1782saggio[375]",,
